token,Scene Name,Image Filename,Steering Angle
2afb9d32310e4546a71cbe432911eca2,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402934662484.jpg,1.2618730491919037
cd21dbfc3bd749c7b10a5c42562e0c42,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402935162463.jpg,1.5376350710070028
88449a5cb1644a199c1c11f6ac034867,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402935662460.jpg,1.5952309363228188
2ff86dc19c4644a1a88ce5ba848f56e5,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936162460.jpg,1.7278759594743862
bf2938e43c6f487497cda76b51bfc406,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402936662460.jpg,1.7837264955382015
b26e791522294bec90f86fd72226e35c,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402937162460.jpg,1.9669860669976065
c844bf5a9f2243ff8f4bf2c85fe218ff,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402937662460.jpg,2.042035224833365
fedfb3a6cb804635a0f47143f9ca8d6f,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938162460.jpg,2.0437805540853584
965f6af5a92449348409029a5f048a38,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938612460.jpg,2.008873969045472
4711bcd34644420da8bc77163431888e,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939112460.jpg,1.8483036778619968
a34fabc7aa674713b71f98ec541eb2d4,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939662460.jpg,1.7732545200262373
c78067571d104caba7c568a847d56971,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940162460.jpg,1.4503686084072862
4246e57f018745c9b2bc68feb3d71b58,scene-0061,samples/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940762460.jpg,1.2548917321839246
